controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd,pid_max_throttle,pid_max_brake
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.61526860296726,20.81669807434082,134.60877990722656,12.618578614281844,1.270310274607045,-0.6268028330236752,-0.19332392353492311,0.6268028330236752,0.19332392353492311,0.6499999761581421,0.0,1.0,0.0,13.88888888888889,598,592,4.7497477531433105,RoadOption.STRAIGHT,10.135000228881836,133.847412109375,3.1621453329863707,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.66526860371232,20.1937198638916,134.66078186035156,12.521264599133074,1.367624289755815,-0.6753764229369558,-0.10751500899980693,0.6753764229369558,0.10751500899980693,0.6499999761581421,0.0,0.9873514175415039,0.0,13.88888888888889,598,593,5.128263473510742,RoadOption.STRAIGHT,10.135000228881836,133.847412109375,3.1621453329863707,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.71526860445738,19.57192039489746,134.6651611328125,12.467860221156768,1.4210286677321218,-0.686749350393662,-0.012342153755863006,0.686749350393662,0.012342153755863006,0.6499999761581421,0.0,0.9667024612426758,0.0,13.88888888888889,599,593,4.5144267082214355,RoadOption.STRAIGHT,9.135211944580078,133.8268585205078,3.1621453329863707,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.76526860520244,18.953516006469727,134.61903381347656,12.435401997226853,1.4534868916620365,-0.6389140671524294,0.08615965285067961,0.6389140671524294,0.08615965285067961,0.3499999940395355,-0.29999998211860657,0.9610419869422913,0.0,13.88888888888889,600,594,4.882770538330078,RoadOption.STRAIGHT,8.133760452270508,133.8065185546875,3.1611980465866294,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.8152686059475,18.337963104248047,134.52230834960938,12.56417066016387,1.32471822872502,-0.5409141408342668,0.1858239292730417,0.5409141408342668,0.1858239292730417,0.05000000074505806,-0.29999999329447746,0.6903085708618164,0.0,13.88888888888889,600,595,5.249542236328125,RoadOption.STRAIGHT,8.133760452270508,133.8065185546875,3.1611980465866294,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.86526860669255,17.716754913330078,134.38381958007812,12.854448253110691,1.0344406357781981,-0.41191340748351707,0.27465872743870623,0.41191340748351707,0.27465872743870623,-0.25,-0.30000000074505806,0.3223312795162201,0.0,13.88888888888889,601,595,4.616764545440674,RoadOption.STRAIGHT,7.130434513092041,133.787841796875,3.15919801260798,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.91526860743761,17.086671829223633,134.22007751464844,13.081929561207856,0.8069593276810334,-0.24885247125533955,0.3312578248217237,0.24885247125533955,0.3312578248217237,-0.550000011920929,-0.30000001192092896,0.2611980140209198,0.0,13.88888888888889,602,596,4.969087600708008,RoadOption.STRAIGHT,6.127072811126709,133.77117919921875,3.1571979786293305,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,64.96526860818267,16.452917098999023,134.04505920410156,13.153913676671642,0.7349752122172468,-0.07514673311167355,0.3510991738911411,0.07514673311167355,0.3510991738911411,-0.6499999761581421,-0.09999996423721313,0.4046041965484619,0.0,13.88888888888889,602,597,5.3233642578125,RoadOption.STRAIGHT,6.127072811126709,133.77117919921875,3.1571979786293305,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.01526860892773,15.820418357849121,133.87025451660156,13.102812788195223,0.7860761006936663,0.08745182277753029,0.339409760918457,0.08745182277753029,0.339409760918457,-0.6499999761581421,0.0,0.5829667448997498,0.0,13.88888888888889,603,597,4.68790340423584,RoadOption.STRAIGHT,5.1236796379089355,133.7565155029297,3.155197944650681,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.06526860967278,15.190235137939453,133.70956420898438,12.978319644406405,0.9105692444824847,0.24171009490137751,0.29878536901816943,0.24171009490137751,0.29878536901816943,-0.6499999761581421,0.0,0.7457333207130432,0.0,13.88888888888889,603,598,5.057114601135254,RoadOption.STRAIGHT,5.1236796379089355,133.7565155029297,3.155197944650681,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.11526861041784,14.562060356140137,133.57687377929688,12.810721022287291,1.0781678666015981,0.36146273454281685,0.23860165680790502,0.36146273454281685,0.23860165680790502,-0.6499999761581421,0.0,0.8980190753936768,0.0,13.88888888888889,604,598,4.435318946838379,RoadOption.STRAIGHT,4.120259761810303,133.74386596679688,3.1531979106720316,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.1652686111629,13.936360359191895,133.48216247558594,12.642122385494593,1.246766503394296,0.44329276271987106,0.16304937457901136,0.44329276271987106,0.16304937457901136,-0.6499999761581421,0.0,1.0,0.0,13.88888888888889,605,599,4.813506603240967,RoadOption.STRAIGHT,3.116816520690918,133.7332305908203,3.151197876693382,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.21526861190796,13.312467575073242,133.43089294433594,12.533576651055405,1.355312237833484,0.47707750702656937,0.07757868150233538,0.47707750702656937,0.07757868150233538,-0.6499999761581421,0.0,0.9934422373771667,0.0,13.88888888888889,605,600,5.192312240600586,RoadOption.STRAIGHT,3.116816520690918,133.7332305908203,3.151197876693382,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.26526861265302,12.690266609191895,133.4268035888672,12.47362592460746,1.41526296428143,0.46896836358944793,-0.01655820407756714,0.46896836358944793,0.01655820407756714,-0.43930256366729736,0.21069741249084473,0.9710986614227295,0.0,13.88888888888889,606,600,4.572300910949707,RoadOption.STRAIGHT,2.113353729248047,133.72459411621094,3.1491981090308414,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.31526861339808,12.06777286529541,133.4705810546875,12.577676375475718,1.311212513413171,0.4041307002301711,-0.11172653194765836,0.4041307002301711,0.11172653194765836,-0.1393025517463684,0.30000001192092896,0.7118669748306274,0.0,13.88888888888889,607,601,4.947521209716797,RoadOption.STRAIGHT,1.1108219623565674,133.7178955078125,3.14773816412126,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.36526861414313,11.437758445739746,133.554931640625,12.841249652932325,1.0476392359565647,0.29909284000596,-0.19761667289602158,0.29909284000596,0.19761667289602158,0.16069744527339935,0.29999999701976776,0.36229559779167175,0.0,13.88888888888889,607,602,5.315086841583252,RoadOption.STRAIGHT,1.1108219623565674,133.7178955078125,3.14773816412126,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.41526861488819,10.796976089477539,133.66336059570312,13.066996535156099,0.8218923537327907,0.18067787621134412,-0.25823288246731524,0.18067787621134412,0.25823288246731524,0.4606974422931671,0.29999999701976776,0.27223914861679077,0.0,13.88888888888889,608,602,4.671148300170898,RoadOption.STRAIGHT,0.11084073036909103,133.7117462158203,3.14773816412126,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.46526861563325,10.150846481323242,133.78164672851562,13.14666115417355,0.742227734715339,0.0432650583948368,-0.2813645670635254,0.0432650583948368,0.2813645670635254,0.6499999761581421,0.18930253386497498,0.3997390866279602,0.0,13.88888888888889,608,603,5.0272297859191895,RoadOption.STRAIGHT,0.11084073036909103,133.7117462158203,3.14773816412126,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.51526861637831,9.505147933959961,133.89996337890625,13.110377270436455,0.7785116184524341,-0.08382528738185978,-0.2743138480775409,0.08382528738185978,0.2743138480775409,0.6499999761581421,0.0,0.5606476068496704,0.0,13.88888888888889,609,603,4.383816242218018,RoadOption.STRAIGHT,-0.8891404271125793,133.70559692382812,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.56526861712337,8.86232852935791,134.00537109375,12.999361609648117,0.889527279240772,-0.20645582530174908,-0.2382075089665734,0.20645582530174908,0.2382075089665734,0.6499999761581421,0.0,0.7169351577758789,0.0,13.88888888888889,610,604,4.749274253845215,RoadOption.STRAIGHT,-1.889121413230896,133.69944763183594,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.61526861786842,8.223519325256348,134.08438110351562,12.842327983472536,1.046560905416353,-0.30208404867078986,-0.1809908245267664,0.30208404867078986,0.1809908245267664,0.6499999761581421,0.0,0.8663768768310547,0.0,13.88888888888889,610,605,5.118762016296387,RoadOption.STRAIGHT,-1.889121413230896,133.69944763183594,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.66526861861348,7.590437889099121,134.1269073486328,12.66526224783527,1.2236266410536185,-0.3506891269941149,-0.1096782947532784,0.3506891269941149,0.1096782947532784,0.6499999761581421,0.0,0.9966548681259155,0.0,13.88888888888889,611,605,4.490910053253174,RoadOption.STRAIGHT,-2.8891026973724365,133.6933135986328,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.71526861935854,6.963708400726318,134.1269989013672,12.539897539057206,1.3489913498316835,-0.36550434637330165,-0.024564731578781807,0.36550434637330165,0.024564731578781807,0.6499999761581421,0.0,1.0,0.0,13.88888888888889,612,606,4.867019176483154,RoadOption.STRAIGHT,-3.8890838623046875,133.68716430664062,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.7652686201036,6.343204975128174,134.08090209960938,12.469808524096955,1.4190803647919346,-0.3308442744244785,0.06848851375356801,0.3308442744244785,0.06848851375356801,0.3499999940395355,-0.29999998211860657,0.9855550527572632,0.0,13.88888888888889,612,607,5.244959831237793,RoadOption.STRAIGHT,-3.8890838623046875,133.68716430664062,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.81526862084866,5.726316928863525,133.9879608154297,12.583091447387375,1.3057974415015146,-0.24169581343181665,0.1634746814050967,0.24169581343181665,0.1634746814050967,0.05000000074505806,-0.29999999329447746,0.6975389719009399,0.0,13.88888888888889,613,607,4.623389720916748,RoadOption.STRAIGHT,-4.889064788818359,133.68101501464844,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.86526862159371,5.10322380065918,133.857177734375,12.864462833173413,1.0244260557154767,-0.11474822267097629,0.2469227036338575,0.11474822267097629,0.2469227036338575,-0.25,-0.30000000074505806,0.32700997591018677,0.0,13.88888888888889,614,608,4.994501113891602,RoadOption.STRAIGHT,-5.8890461921691895,133.67486572265625,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.91526862233877,4.470455169677734,133.70541381835938,13.077625222340057,0.8112636665488324,0.033121773188889946,0.30113560868016487,0.033121773188889946,0.30113560868016487,-0.550000011920929,-0.30000001192092896,0.28096333146095276,0.0,13.88888888888889,614,609,5.359596252441406,RoadOption.STRAIGHT,-5.8890461921691895,133.67486572265625,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,65.96526862308383,3.8333120346069336,133.5464630126953,13.136981124650234,0.7519077642386556,0.18815386215268948,0.31994445019495865,0.18815386215268948,0.31994445019495865,-0.6499999761581421,-0.09999996423721313,0.429917573928833,0.0,13.88888888888889,615,609,4.725133419036865,RoadOption.STRAIGHT,-6.889027118682861,133.66873168945312,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.01526862382889,3.1968040466308594,133.39151000976562,13.078115237188063,0.8107736517008259,0.33918857277291,0.3067388996136917,0.33918857277291,0.3067388996136917,-0.6499999761581421,0.0,0.6071032285690308,0.0,13.88888888888889,615,610,5.095239639282227,RoadOption.STRAIGHT,-6.889027118682861,133.66873168945312,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.06526862457395,2.5625054836273193,133.2537078857422,12.950376798055558,0.9385120908333313,0.4730898614888408,0.2672860322769308,0.4730898614888408,0.2672860322769308,-0.6499999761581421,0.0,0.7663933634757996,0.0,13.88888888888889,616,610,4.4738874435424805,RoadOption.STRAIGHT,-7.889008045196533,133.66258239746094,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.115268625319,1.9309310913085938,133.1457061767578,12.782862679815782,1.1060262090731072,0.577219745769161,0.20775905559147967,0.577219745769161,0.20775905559147967,-0.6499999761581421,0.0,0.9146326780319214,0.0,13.88888888888889,617,611,4.851041793823242,RoadOption.STRAIGHT,-8.888989448547363,133.65643310546875,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.16526862606406,1.3031286001205444,133.0763702392578,12.61700782376298,1.2718810651259087,0.6426925106601675,0.1331221018292461,0.6426925106601675,0.1331221018292461,-0.6499999761581421,0.0,1.0,0.0,13.88888888888889,617,612,5.228015422821045,RoadOption.STRAIGHT,-8.888989448547363,133.65643310546875,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.21526862680912,0.6787219643592834,133.05078125,12.512018597844593,1.3768702910442965,0.6644435769757285,0.047590156047498056,0.6644435769757285,0.047590156047498056,-0.6499999761581421,0.0,1.0,0.0,13.88888888888889,618,612,4.6119232177734375,RoadOption.STRAIGHT,-9.888971328735352,133.65028381347656,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.26526862755418,0.057821501046419144,133.0724639892578,12.455322327951267,1.4335665609376225,0.6389418006081339,-0.045795451788894326,0.6389418006081339,0.045795451788894326,-0.4512368142604828,0.1987631618976593,0.9781754612922668,0.0,13.88888888888889,619,613,4.984177112579346,RoadOption.STRAIGHT,-10.888952255249023,133.64413452148438,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.31526862829924,-0.5614309310913086,133.14218139648438,12.558563035143353,1.3303258537455367,0.5654163947159992,-0.1425014888723961,0.5654163947159992,0.1425014888723961,-0.15123680233955383,0.30000001192092896,0.7243066430091858,0.0,13.88888888888889,619,614,5.354179859161377,RoadOption.STRAIGHT,-10.888952255249023,133.64413452148438,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.3652686290443,-1.1861178874969482,133.25360107421875,12.821126416081489,1.0677624728074004,0.4501596587018808,-0.23095279184108897,0.4501596587018808,0.23095279184108897,0.14876319468021393,0.29999999701976776,0.37558141350746155,0.0,13.88888888888889,620,614,4.7217583656311035,RoadOption.STRAIGHT,-11.888933181762695,133.63800048828125,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.41526862978935,-1.8206161260604858,133.390625,13.057115493050675,0.8317733958382139,0.30925056419000463,-0.2930667632094419,0.30925056419000463,0.2930667632094419,0.4487631916999817,0.29999999701976776,0.2658771574497223,0.0,13.88888888888889,620,615,5.076035499572754,RoadOption.STRAIGHT,-11.888933181762695,133.63800048828125,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.46526863053441,-2.460458755493164,133.53868103027344,13.148142036852997,0.7407468520358922,0.15726502472460752,-0.32009438616432995,0.15726502472460752,0.32009438616432995,0.6499999761581421,0.2012367844581604,0.38521626591682434,0.0,13.88888888888889,621,615,4.430477619171143,RoadOption.STRAIGHT,-12.888914108276367,133.63185119628906,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.51526863127947,-3.10015869140625,133.6877899169922,13.120088944117747,0.7687999447711427,0.004223970731671432,-0.31502479271325434,0.004223970731671432,0.31502479271325434,0.6499999761581421,0.0,0.5449436902999878,0.0,13.88888888888889,622,616,4.788916110992432,RoadOption.STRAIGHT,-13.888895034790039,133.62570190429688,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.56526863202453,-3.737699270248413,133.8248748779297,13.013947539370172,0.8749413495187177,-0.13678011078091667,-0.28272304553557426,0.13678011078091667,0.28272304553557426,0.6499999761581421,0.0,0.7023345232009888,0.0,13.88888888888889,622,617,5.154043197631836,RoadOption.STRAIGHT,-13.888895034790039,133.62570190429688,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.61526863276958,-4.372541427612305,133.93637084960938,12.859553514312474,1.0293353745764158,-0.25217555050556456,-0.2290182716252538,0.25217555050556456,0.2290182716252538,0.6499999761581421,0.0,0.8528740406036377,0.0,13.88888888888889,623,617,4.525115489959717,RoadOption.STRAIGHT,-14.888876914978027,133.6195526123047,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.66526863351464,-5.003471374511719,134.01173400878906,12.680708978028154,1.2081799108607356,-0.331418365747078,-0.15892387173436973,0.331418365747078,0.15892387173436973,0.6499999761581421,0.0,0.9895213842391968,0.0,13.88888888888889,624,618,4.898852825164795,RoadOption.STRAIGHT,-15.8888578414917,133.61341857910156,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.7152686342597,-5.629918575286865,134.0447540283203,12.54848453027507,1.340404358613819,-0.36829129707707964,-0.07672274152798408,0.36829129707707964,0.07672274152798408,0.6499999761581421,0.0,1.0,0.0,13.88888888888889,624,619,5.274271011352539,RoadOption.STRAIGHT,-15.8888578414917,133.61341857910156,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,straight,1700.0,0.05,0.1,1.0,66.76526863500476,-6.252264499664307,134.03163146972656,12.473305407905126,1.4155834809837629,-0.35899376140162004,0.014178669643582165,0.35899376140162004,0.014178669643582165,0.3499999940395355,-0.29999998211860657,0.9895650148391724,0.0,13.88888888888889,625,619,4.6528520584106445,RoadOption.STRAIGHT,-16.888837814331055,133.60726928710938,-3.1354468767422174,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
