controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd,pid_max_throttle,pid_max_brake
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.0652710981667,105.03268432617188,15.028159141540527,11.88255863235575,2.00633025653314,-2.1700819192323717,0.2371086887008067,2.1700819192323717,0.2371086887008067,-0.05728005990386009,0.09999999776482582,0.3842437267303467,0.0,13.88888888888889,1028,1023,5.223981857299805,RoadOption.STRAIGHT,109.732177734375,5.9476637840271,-1.4748985591022332,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.11527109891176,105.33877563476562,14.51816463470459,11.905679845997984,1.9832090428909055,-2.042851520498858,0.21169301057471746,2.042851520498858,0.21169301057471746,-0.1572800576686859,-0.09999999776482582,0.42156660556793213,0.0,13.88888888888889,1029,1023,4.644301414489746,RoadOption.STRAIGHT,109.81094360351562,4.870452880859375,-1.520716248286229,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.16527109965682,105.63383483886719,14.001466751098633,11.89349308025873,1.9953958086301586,-2.115230334838715,0.23507742915837593,2.115230334838715,0.23507742915837593,-0.05728005990386009,0.09999999776482582,0.523110032081604,0.0,13.88888888888889,1029,1024,5.040091037750244,RoadOption.STRAIGHT,109.81094360351562,4.870452880859375,-1.520716248286229,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.21527110040188,105.91754913330078,13.47897720336914,11.892831273306946,1.9960576155819432,-1.9864750539834892,0.21443287070419093,1.9864750539834892,0.21443287070419093,-0.1572800576686859,-0.09999999776482582,0.4909857213497162,0.0,13.88888888888889,1030,1024,4.461006164550781,RoadOption.STRAIGHT,109.84033966064453,3.7952423095703125,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.26527110114694,106.18998718261719,12.950637817382812,11.88472294963315,2.0041659392557385,-2.049190660073135,0.2401616699954463,2.049190660073135,0.2401616699954463,-0.23773621022701263,-0.08045615255832672,0.5136198401451111,0.0,13.88888888888889,1031,1025,4.8555169105529785,RoadOption.STRAIGHT,109.84716033935547,2.7952656745910645,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.315271101892,106.4423828125,12.41454792022705,11.840067847553929,2.0488210413349606,-2.1253664899527953,0.258033811175832,2.1253664899527953,0.258033811175832,-0.1377362161874771,0.09999999403953552,0.6257749199867249,0.0,13.88888888888889,1031,1026,5.258178234100342,RoadOption.STRAIGHT,109.84716033935547,2.7952656745910645,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.36527110263705,106.67754364013672,11.871011734008789,11.868472429459802,2.0204164594290877,-1.995663188984937,0.2270688377073169,1.995663188984937,0.2270688377073169,-0.10802808403968811,0.029708132147789,0.41495880484580994,0.0,13.88888888888889,1032,1026,4.678623199462891,RoadOption.STRAIGHT,109.8539810180664,1.7952886819839478,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.4152711033821,106.90176391601562,11.320796012878418,11.89649615447713,1.9923927344117587,-2.0678782729983562,0.24581389651400354,2.0678782729983562,0.24581389651400354,-0.11437267065048218,-0.006344586610794067,0.4098599851131439,0.0,13.88888888888889,1033,1027,5.07923698425293,RoadOption.STRAIGHT,109.86080169677734,0.7953121066093445,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.46527110412717,107.11387634277344,10.764684677124023,11.912023845278078,1.976865043610811,-2.145037321435579,0.2669961471922755,2.145037321435579,0.2669961471922755,-0.014372673816978931,0.09999999683350325,0.44143277406692505,0.0,13.88888888888889,1033,1028,5.482626914978027,RoadOption.STRAIGHT,109.86080169677734,0.7953121066093445,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.51527110487223,107.31903839111328,10.205620765686035,11.910560159791757,1.9783287290971323,-1.9943487692572248,0.249280932779123,1.9943487692572248,0.249280932779123,-0.11437267065048218,-0.09999999683350325,0.4893306493759155,0.0,13.88888888888889,1034,1028,4.894225597381592,RoadOption.STRAIGHT,109.86762237548828,-0.20443123579025269,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.56527110561728,107.51600646972656,9.643709182739258,11.905049780930336,1.9838391079585538,-2.0531147262136082,0.2806732104445411,2.0531147262136082,0.2806732104445411,-0.014372673816978931,0.09999999683350325,0.5018736720085144,0.0,13.88888888888889,1034,1029,5.296292781829834,RoadOption.STRAIGHT,109.86762237548828,-0.20443123579025269,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.61527110636234,107.70512390136719,9.07921314239502,11.908286098192704,1.9806027906961852,-1.8924925901898555,0.2681939038925387,1.8924925901898555,0.2681939038925387,-0.11437267065048218,-0.09999999683350325,0.47667092084884644,0.0,13.88888888888889,1035,1029,4.706181526184082,RoadOption.STRAIGHT,109.87443542480469,-1.204408049583435,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.6652711071074,107.8866195678711,8.511983871459961,11.909619737170523,1.9792691517183663,-1.9215050470174844,0.29958205365826807,1.9215050470174844,0.29958205365826807,-0.17962028086185455,-0.06524761021137238,0.4817050099372864,0.0,13.88888888888889,1036,1030,5.105357646942139,RoadOption.STRAIGHT,109.88125610351562,-2.2043845653533936,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.71527110785246,108.05158233642578,7.941007137298584,11.87902220610837,2.009866682780519,-1.7604407261561412,0.2796765224065787,1.7604407261561412,0.2796765224065787,-0.07962027937173843,0.10000000149011612,0.5778437852859497,0.0,13.88888888888889,1036,1031,5.450023651123047,RoadOption.STRAIGHT,109.88125610351562,-2.2043845653533936,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.76527110859752,108.2043228149414,7.366603374481201,11.904795799614815,1.984093089274074,-1.6116214076800042,0.2579758874221234,1.6116214076800042,0.2579758874221234,-0.06787194311618805,0.011748336255550385,0.41433441638946533,0.0,13.88888888888889,1037,1031,4.857576370239258,RoadOption.STRAIGHT,109.88806915283203,-3.2043614387512207,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.81527110934258,108.35000610351562,6.789069652557373,11.918127034488503,1.9707618544003864,-1.4698808365887168,0.24007292015211945,1.4698808365887168,0.24007292015211945,0.028128603473305702,0.09600054658949375,0.4462401568889618,0.0,13.88888888888889,1037,1032,5.215342044830322,RoadOption.STRAIGHT,109.88806915283203,-3.2043614387512207,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.86527111008763,108.4938735961914,6.21030855178833,11.93190740592663,1.9569814829622594,-1.3299640159434591,0.2301796761766397,1.3299640159434591,0.2301796761766397,-0.07187139987945557,-0.10000000335276127,0.44195088744163513,0.0,13.88888888888889,1038,1032,4.619772434234619,RoadOption.STRAIGHT,109.8948974609375,-4.204338073730469,-7.84716127842279,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.9152711108327,108.63267517089844,5.630441188812256,11.919838062784176,1.9690508261047128,-1.19512091764474,0.22260284971730826,1.19512091764474,0.22260284971730826,-0.15407700836658478,-0.08220560848712921,0.5169853568077087,0.0,13.88888888888889,1039,1033,4.988664627075195,RoadOption.STRAIGHT,109.9017105102539,-5.204315185546875,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,232.96527111157775,108.7578125,5.048521518707275,11.895792926133929,1.9930959627549605,-1.073957335216441,0.20799820745736852,1.073957335216441,0.20799820745736852,-0.05407700687646866,0.10000000149011612,0.5558074712753296,0.0,13.88888888888889,1039,1034,5.36890983581543,RoadOption.STRAIGHT,109.9017105102539,-5.204315185546875,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.0152711123228,108.87291717529297,4.464633464813232,11.909992610085773,1.9788962788031164,-0.9628376303451183,0.19144279969894562,0.9628376303451183,0.19144279969894562,-0.056539107114076614,-0.002462100237607956,0.4455980658531189,0.0,13.88888888888889,1040,1034,4.77384614944458,RoadOption.STRAIGHT,109.90853118896484,-6.204291820526123,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.06527111306787,108.98236846923828,3.87845516204834,11.93698182920769,1.951907059681199,-0.8573795418399426,0.1776501552553711,0.8573795418399426,0.1776501552553711,-0.001568634994328022,0.05497047211974859,0.4038497507572174,0.0,13.88888888888889,1040,1035,5.160551071166992,RoadOption.STRAIGHT,109.90853118896484,-6.204291820526123,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.11527111381292,109.08912658691406,3.2912187576293945,11.935664983809174,1.9532239050797155,-0.7546290372211467,0.1688750394635612,0.7546290372211467,0.1688750394635612,-0.10156863182783127,-0.09999999683350325,0.4833964407444,0.0,13.88888888888889,1041,1035,4.56370210647583,RoadOption.STRAIGHT,109.91535186767578,-7.204268455505371,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.16527111455798,109.18956756591797,2.703087329864502,11.928358394628388,1.9605304942605013,-0.6582020062440063,0.16008594207602656,0.6582020062440063,0.16008594207602656,-0.09270082414150238,0.008867807686328888,0.5017751455307007,0.0,13.88888888888889,1042,1036,4.955977916717529,RoadOption.STRAIGHT,109.92217254638672,-8.204245567321777,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.21527111530304,109.27864074707031,2.113724708557129,11.919707447596394,1.9691814412924948,-0.5731432741765043,0.14632232608833284,0.5731432741765043,0.14632232608833284,0.002639217535033822,0.0953400416765362,0.5074425935745239,0.0,13.88888888888889,1042,1037,5.352891445159912,RoadOption.STRAIGHT,109.92217254638672,-8.204245567321777,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.2652711160481,109.36404418945312,1.5233306884765625,11.939658902130413,1.9492299867584766,-0.4917684840667614,0.13589125673071045,0.4917684840667614,0.13589125673071045,-0.05936694145202637,-0.06200615898706019,0.42296651005744934,0.0,13.88888888888889,1043,1037,4.756645679473877,RoadOption.STRAIGHT,109.92899322509766,-9.204222679138184,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.31527111679316,109.44464874267578,0.9319014549255371,11.936271196111546,1.952617692777343,-0.4152075379423346,0.1269994944831545,0.4152075379423346,0.1269994944831545,-0.03162945434451103,0.027737487107515335,0.48906147480010986,0.0,13.88888888888889,1043,1038,5.1559367179870605,RoadOption.STRAIGHT,109.92899322509766,-9.204222679138184,-1.5639765038754216,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.3652711175382,109.51988220214844,0.33953478932380676,11.948124753134502,1.940764135754387,-0.34401594824337056,0.11842518103753541,0.34401594824337056,0.11842518103753541,-0.06012005731463432,-0.02849060297012329,0.4437781572341919,0.0,13.88888888888889,1044,1038,4.559322357177734,RoadOption.STRAIGHT,109.93582916259766,-10.205398559570312,-1.564125907212575,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.41527111828327,109.5888442993164,-0.2535877823829651,11.93952611801979,1.949362770869099,-0.2790961127716741,0.10906843086365026,0.2790961127716741,0.10906843086365026,-0.04460327699780464,0.015516780316829681,0.5029360055923462,0.0,13.88888888888889,1045,1039,4.960604190826416,RoadOption.STRAIGHT,109.9415283203125,-11.215882301330566,-1.5661259411912247,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.46527111902833,109.65184020996094,-0.8474974036216736,11.950693019379141,1.938195869509748,-0.22015290352712752,0.09933550918579215,0.22015290352712752,0.09933550918579215,-0.014717555604875088,0.029885721392929554,0.44513577222824097,0.0,13.88888888888889,1045,1040,5.362941265106201,RoadOption.STRAIGHT,109.9415283203125,-11.215882301330566,-1.5661259411912247,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.5152711197734,109.71182250976562,-1.4419655799865723,11.948544091651206,1.9403447972376835,-0.16422613487255405,0.09202726252239657,0.16422613487255405,0.09202726252239657,-0.04806280508637428,-0.033345249481499195,0.48289284110069275,0.0,13.88888888888889,1046,1040,4.766387462615967,RoadOption.STRAIGHT,109.94526672363281,-12.226375579833984,-1.5681259751698742,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.56527112051845,109.76698303222656,-2.0370676517486572,11.95708691484062,1.9318019740482697,-0.11312626383878623,0.08471741796234689,0.11312626383878623,0.08471741796234689,-0.029493261128664017,0.018569543957710266,0.45107653737068176,0.0,13.88888888888889,1046,1041,5.169331073760986,RoadOption.STRAIGHT,109.94526672363281,-12.226375579833984,-1.5681259751698742,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.6152711212635,109.81755828857422,-2.6326565742492676,11.952722624916772,1.936166263972117,-0.06661396311230366,0.0774311423779448,0.06661396311230366,0.0774311423779448,-0.0369606576859951,-0.007467396557331085,0.4881765842437744,0.0,13.88888888888889,1047,1041,4.572658061981201,RoadOption.STRAIGHT,109.94692993164062,-13.236873626708984,-1.5701260091485236,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.66527112200856,109.86380767822266,-3.228782892227173,11.963306836040628,1.9255820528482612,-0.024431999535265286,0.0702841501185536,0.024431999535265286,0.0702841501185536,-0.025014113634824753,0.011946544051170349,0.4439922571182251,0.0,13.88888888888889,1047,1042,4.975805759429932,RoadOption.STRAIGHT,109.94692993164062,-13.236873626708984,-1.5701260091485236,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.71527112275362,109.9063720703125,-3.8253021240234375,11.958589120605307,1.9302997682835823,0.01406327872979355,0.06377644967883622,0.01406327872979355,0.06377644967883622,-0.03255971893668175,-0.007545605301856995,0.4878755509853363,0.0,13.88888888888889,1048,1042,4.37897253036499,RoadOption.STRAIGHT,109.94661712646484,-14.247373580932617,-1.5721259099691187,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.76527112349868,109.94509887695312,-4.422243595123291,11.96857669318439,1.9203121957044988,0.04871727507910052,0.05746675526616585,0.04871727507910052,0.05746675526616585,-0.028524983674287796,0.004034735262393951,0.4445034861564636,0.0,13.88888888888889,1049,1043,4.782006740570068,RoadOption.STRAIGHT,109.94424438476562,-15.2578706741333,-1.5741259439477682,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.81527112424374,109.98002624511719,-5.019490718841553,11.962914196718641,1.9259746921702483,0.07878802394622025,0.051427638020247635,0.07878802394622025,0.051427638020247635,-0.02345895953476429,0.005066024139523506,0.48956942558288574,0.0,13.88888888888889,1049,1044,5.186096668243408,RoadOption.STRAIGHT,109.94424438476562,-15.2578706741333,-1.5741259439477682,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.8652711249888,110.01177215576172,-5.617081642150879,11.973535058032443,1.9153538308564464,0.10654707569760383,0.045783201247878935,0.10654707569760383,0.045783201247878935,-0.023984527215361595,-0.0005255676805973053,0.44163942337036133,0.0,13.88888888888889,1050,1044,4.5889458656311035,RoadOption.STRAIGHT,109.94080352783203,-16.25579071044922,4.709453644231204,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.91527112573385,110.04043579101562,-6.214910984039307,11.967650430680113,1.9212384582087765,0.12226277152965909,0.04255531684864877,0.12226277152965909,0.04255531684864877,-0.026296669617295265,-0.00231214240193367,0.48914942145347595,0.0,13.88888888888889,1050,1045,5.001949787139893,RoadOption.STRAIGHT,109.94080352783203,-16.25579071044922,4.709453644231204,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,233.9652711264789,110.06575775146484,-6.813016414642334,11.977326475460625,1.911562413428264,0.14479108297426177,0.03733259163489411,0.14479108297426177,0.03733259163489411,-0.016216758638620377,0.010079910978674889,0.44345080852508545,0.0,13.88888888888889,1051,1045,4.404618263244629,RoadOption.STRAIGHT,109.93927001953125,-17.241077423095703,4.7122563549624035,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,234.01527112722397,110.08856201171875,-7.411295413970947,11.971653311519127,1.9172355773697625,0.1561527190471367,0.03473880589121148,0.1561527190471367,0.03473880589121148,-0.013866988010704517,0.0023497706279158592,0.4876766800880432,0.0,13.88888888888889,1052,1046,4.817212104797363,RoadOption.STRAIGHT,109.94053649902344,-18.226364135742188,4.715058533061385,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,234.06527112796903,110.10934448242188,-8.00979995727539,11.981845620320883,1.9070432685680068,0.1659183137498534,0.03297193166599843,0.1659183137498534,0.03297193166599843,-0.02918945997953415,-0.015322471968829632,0.4410110414028168,0.0,13.88888888888889,1052,1047,5.2295966148376465,RoadOption.STRAIGHT,109.94053649902344,-18.226364135742188,4.715058533061385,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,234.11527112871408,110.12693786621094,-8.608427047729492,11.974639936150256,1.9142489527386335,0.18311042331405777,0.02863843594022164,0.18311042331405777,0.02863843594022164,-0.005861521698534489,0.02332793828099966,0.4913106858730316,0.0,13.88888888888889,1053,1047,4.631946086883545,RoadOption.STRAIGHT,109.94453430175781,-19.211645126342773,4.717860178528149,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,straight,1700.0,0.05,0.1,1.0,234.16527112945914,110.1427993774414,-9.207220077514648,11.984688568810123,1.9042003200787665,0.18948077625271478,0.02710591989093558,0.18948077625271478,0.02710591989093558,-0.025986436754465103,-0.020124915055930614,0.4407879114151001,0.0,13.88888888888889,1053,1048,5.043970584869385,RoadOption.STRAIGHT,109.94453430175781,-19.211645126342773,4.717860178528149,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
