controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,spawn_index,route_waypoints,target_speed_kmh,mean_abs_e_y,rms_e_y,max_abs_e_y,mean_abs_e_psi_deg,rms_e_psi_deg,mean_abs_speed_error,mean_abs_steer_delta,max_abs_steer_delta,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_max_steer,lqr_max_steer_rate,lqr_derivative_alpha,lqr_curvature_alpha,lqr_feedforward_gain,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd,pid_max_throttle,pid_max_brake
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,30,1643,50.0,0.388532537936693,0.48579654092942604,2.92969512851354,11.970562725026333,14.181728021626112,1.1496814520387713,0.10130229497533405,0.20000001788139343,4.0,0.2,5.0,0.1,2.5,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
pid,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,30,1643,50.0,0.3165156422682841,0.6464009668951506,4.878255712784853,2.8909991072909396,5.390998409577476,2.0213925175650505,0.03461410018271737,0.6499999761581421,4.0,0.2,5.0,0.1,2.5,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
mpc,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,30,1643,50.0,0.12177230311585487,0.24804729291705377,2.0683899139098756,2.657039876162764,5.8059201461361996,0.8623676586953791,0.01190509366740202,0.30000001192092896,4.0,0.2,5.0,0.1,2.5,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
