controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.19215889647603,-111.14043426513672,73.8257064819336,4.123990888586902,9.764898000301987,-0.08379213096256252,0.04906008781116711,0.08379213096256252,0.04906008781116711,-0.04817378893494606,0.001139853149652481,1.0,0.0,13.88888888888889,11,6,5.150435447692871,RoadOption.STRAIGHT,-110.71053314208984,84.08502197265625,7.751481889939513,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.24215889722109,-111.13961791992188,74.04256439208984,4.4806654351051876,9.408223453783702,-0.07753643153675108,0.04547174455839453,0.07753643153675108,0.04547174455839453,-0.031978532671928406,0.016195256263017654,1.0,0.0,13.88888888888889,11,6,4.933590888977051,RoadOption.STRAIGHT,-110.71053314208984,84.08502197265625,7.751481889939513,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.292158897966146,-111.1383285522461,74.27708435058594,4.831214455828701,9.057674433060189,-0.07117755386794465,0.04219951852701431,0.07117755386794465,0.04219951852701431,-0.049220722168684006,-0.0172421894967556,1.0,0.0,13.88888888888889,12,6,4.699082374572754,RoadOption.STRAIGHT,-110.59859466552734,85.10333251953125,7.737505087906559,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.342158898711205,-111.13554382324219,74.5289306640625,5.175327170865692,8.713561718023197,-0.13504877485851507,0.052166398906635436,0.13504877485851507,0.052166398906635436,0.25077927112579346,0.29999999329447746,1.0,0.0,13.88888888888889,12,7,5.471474647521973,RoadOption.STRAIGHT,-110.59859466552734,85.10333251953125,7.737505087906559,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.392158899456263,-111.13723754882812,74.7971420288086,5.466098066246512,8.422790822642376,-0.12086476065325198,0.05299930253755747,0.12086476065325198,0.05299930253755747,-0.049220722168684006,-0.29999999329447746,1.0,0.0,13.88888888888889,12,7,5.203370094299316,RoadOption.STRAIGHT,-110.59859466552734,85.10333251953125,7.737505087906559,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.44215890020132,-111.14185333251953,75.07270812988281,5.573878951962388,8.3150099369265,-0.10341930761865076,0.05558283511104367,0.10341930761865076,0.05558283511104367,-0.12839142978191376,-0.07917070761322975,1.0,0.0,13.88888888888889,12,7,4.927999496459961,RoadOption.STRAIGHT,-110.59859466552734,85.10333251953125,7.737505087906559,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.49215890094638,-111.13874053955078,75.35508728027344,5.713300210057663,8.175588678831225,-0.09337672151056091,0.050359444107017204,0.09337672151056091,0.050359444107017204,-0.058958347886800766,0.06943308189511299,1.0,0.0,13.88888888888889,13,7,4.645634651184082,RoadOption.STRAIGHT,-110.4724349975586,86.11998748779297,7.723528285873606,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.542158901691437,-111.13115692138672,75.6502456665039,6.0759734745805325,7.812915414308357,-0.15514513775473274,0.05676248231589476,0.15514513775473274,0.05676248231589476,0.2410416603088379,0.30000000819563866,1.0,0.0,13.88888888888889,13,8,5.374533653259277,RoadOption.STRAIGHT,-110.4724349975586,86.11998748779297,7.723528285873606,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.592158902436495,-111.12837982177734,75.96028137207031,6.3064414260993455,7.582447462789544,-0.13915013225542971,0.05604635829877225,0.13915013225542971,0.05604635829877225,-0.058958347886800766,-0.30000000819563866,1.0,0.0,13.88888888888889,13,8,5.064570903778076,RoadOption.STRAIGHT,-110.4724349975586,86.11998748779297,7.723528285873606,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.642158903181553,-111.1297607421875,76.28579711914062,6.650049348892014,7.238839539996875,-0.11806769697645608,0.0587759652580484,0.11806769697645608,0.0587759652580484,-0.16753071546554565,-0.10857236757874489,1.0,0.0,13.88888888888889,14,8,4.739294528961182,RoadOption.STRAIGHT,-110.33207702636719,87.13478088378906,7.709551483840651,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.69215890392661,-111.12091827392578,76.62818908691406,6.961689700006067,6.927199188882822,-0.17475672285747143,0.06534678261560067,0.17475672285747143,0.06534678261560067,0.1324692815542221,0.29999999701976776,1.0,0.0,13.88888888888889,14,9,5.4208502769470215,RoadOption.STRAIGHT,-110.33207702636719,87.13478088378906,7.709551483840651,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.74215890467167,-111.10770416259766,76.98644256591797,7.319227969234304,6.569660919654585,-0.1612524492317008,0.056551426799505755,0.1612524492317008,0.056551426799505755,-0.004468552302569151,-0.13693783385679126,1.0,0.0,13.88888888888889,14,9,5.062358856201172,RoadOption.STRAIGHT,-110.33207702636719,87.13478088378906,7.709551483840651,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.792158905416727,-111.0982894897461,77.36300659179688,7.659379816464633,6.229509072424256,-0.14259557250937166,0.05424406403106108,0.14259557250937166,0.05424406403106108,-0.08722631633281708,-0.08275776403024793,1.0,0.0,13.88888888888889,15,9,4.685740947723389,RoadOption.STRAIGHT,-110.17754364013672,88.14751434326172,7.695574681807698,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
