controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,speed_plan_risk,speed_plan_reason,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,lqr_derivative_alpha,lqr_curvature_alpha,lqr_feedforward_gain,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd,pid_max_throttle,pid_max_brake
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,29.96539318189025,-91.51419830322266,23.584253311157227,11.51978102576267,1.1357745297928954,-0.8454917396316539,0.1140485964576321,0.8454917396316539,0.1140485964576321,-0.04491540044546127,-7.900595664978027e-05,0.7476555109024048,0.0,12.655555555555566,0.0,none,312,307,5.192057132720947,RoadOption.STRAIGHT,-81.39383697509766,24.457866668701172,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.015393182635307,-90.93624114990234,23.645647048950195,11.695127086676823,1.135428468878743,-0.7857041031217027,0.10440181139628146,0.7857041031217027,0.10440181139628146,-0.039445504546165466,0.005469895899295807,0.7308418154716492,0.0,12.830555555555566,0.0,none,313,307,4.612046718597412,RoadOption.STRAIGHT,-80.39383697509766,24.46064567565918,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.065393183380365,-90.3494644165039,23.70293617248535,11.856332020286509,1.1492235352690585,-0.7300441625712975,0.09546497514727514,0.7300441625712975,0.09546497514727514,-0.03432871028780937,0.005116794258356094,0.7560881972312927,0.0,13.005555555555567,0.0,none,314,308,5.011153697967529,RoadOption.STRAIGHT,-79.39384460449219,24.463424682617188,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.115393184125423,-89.75381469726562,23.756555557250977,12.032034079696512,1.1485214758590558,-0.6780804865177794,0.08737360932058547,0.6780804865177794,0.08737360932058547,-0.03411620855331421,0.00021250173449516296,0.7382704019546509,0.0,13.180555555555568,0.0,none,314,309,5.404603958129883,RoadOption.STRAIGHT,-79.39384460449219,24.463424682617188,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.16539318487048,-89.14936065673828,23.806522369384766,12.196544001378031,1.1590115541775372,-0.6297933536335486,0.07980656997826152,0.6297933536335486,0.07980656997826152,-0.029183708131313324,0.004932500422000885,0.7579950094223022,0.0,13.355555555555569,0.0,none,315,309,4.798813819885254,RoadOption.STRAIGHT,-78.39384460449219,24.466203689575195,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.21539318561554,-88.53610229492188,23.85310935974121,12.370693723470177,1.159861832085392,-0.5849109919706098,0.07282271298039422,0.5849109919706098,0.07282271298039422,-0.02487776428461075,0.004305943846702576,0.7469374537467957,0.0,13.53055555555557,0.0,none,315,310,5.177066326141357,RoadOption.STRAIGHT,-78.39384460449219,24.466203689575195,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.265393186360598,-87.91410064697266,23.896745681762695,12.537742464914833,1.1678130906407365,-0.5430030811038125,0.06654823887314043,0.5430030811038125,0.06654823887314043,-0.02438996732234955,0.00048779696226119995,0.7602293491363525,0.0,13.70555555555557,0.0,none,316,310,4.554284572601318,RoadOption.STRAIGHT,-77.39385223388672,24.46898078918457,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.315393187105656,-87.28338623046875,23.93745994567871,12.708654791732272,1.1719007638232988,-0.5040419039741193,0.060795802596190995,0.5040419039741193,0.060795802596190995,-0.02109292708337307,0.0032970402389764786,0.7580456733703613,0.0,13.88055555555557,0.0,none,317,311,4.916880130767822,RoadOption.STRAIGHT,-76.39385986328125,24.471759796142578,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.365393187850714,-86.64405822753906,23.975475311279297,12.876555965256053,1.1789995902995187,-0.4678016616031036,0.055494618160009335,0.4678016616031036,0.055494618160009335,-0.018043160438537598,0.003049766644835472,0.7659183740615845,0.0,14.055555555555571,0.0,none,317,312,5.272336006164551,RoadOption.STRAIGHT,-76.39385986328125,24.471759796142578,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.415393188595772,-85.99612426757812,24.011075973510742,13.046132477824509,1.1844230777310631,-0.4340014329011839,0.05075809877632986,0.4340014329011839,0.05075809877632986,-0.018152611330151558,-0.00010945089161396027,0.767162024974823,0.0,14.230555555555572,0.0,none,318,312,4.6239237785339355,RoadOption.STRAIGHT,-75.39385986328125,24.474538803100586,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.46539318934083,-85.33958435058594,24.044296264648438,13.215064775192248,1.1904907803633247,-0.4026059562378795,0.04635961775876574,0.4026059562378795,0.04635961775876574,-0.015603946521878242,0.0025486648082733154,0.7715756893157959,0.0,14.405555555555573,0.0,none,319,313,4.9632415771484375,RoadOption.STRAIGHT,-74.39386749267578,24.477317810058594,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.515393190085888,-84.67446899414062,24.075300216674805,13.384933483112667,1.195622072442907,-0.37345065834109575,0.04229984505877882,0.37345065834109575,0.04229984505877882,-0.013311595655977726,0.0022923508659005165,0.7735307812690735,0.0,14.580555555555573,0.0026581344502397443,curvature,319,314,5.2948689460754395,RoadOption.STRAIGHT,-74.39386749267578,24.477317810058594,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.565393190830946,-84.00074005126953,24.104339599609375,13.555240496959847,1.2003150585957272,-0.3462833554307614,0.03865352811802625,0.3462833554307614,0.03865352811802625,-0.013321690261363983,-1.0094605386257172e-05,0.7758206129074097,0.0,14.755555555555574,0.0026581344502397443,curvature,320,314,4.620869159698486,RoadOption.STRAIGHT,-73.39387512207031,24.48009490966797,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.615393191576004,-83.31839752197266,24.131454467773438,13.72593964773302,1.2046159078225553,-0.3210649711938551,0.03528439215129131,0.3210649711938551,0.03528439215129131,-0.011383721604943275,0.0019379686564207077,0.7779305577278137,0.0,14.930555555555575,0.6980073808499738,curvature,321,315,4.935917377471924,RoadOption.STRAIGHT,-72.39387512207031,24.482873916625977,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.665393192321062,-82.62744140625,24.156776428222656,13.897072221851317,1.2084833337042582,-0.29766153461224387,0.03218224640621559,0.29766153461224387,0.03218224640621559,-0.009650678373873234,0.0017330432310700417,0.7797309160232544,0.0,15.105555555555576,0.7136665832581497,curvature,321,316,5.242893218994141,RoadOption.STRAIGHT,-72.39387512207031,24.482873916625977,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.71539319306612,-81.92784118652344,24.180519104003906,14.068522425302783,1.2120331302527934,-0.2758628022153933,0.02940950039846868,0.2758628022153933,0.02940950039846868,-0.009821071289479733,-0.00017039291560649872,0.7814796566963196,0.0,15.280555555555576,0.7136665832581497,curvature,322,316,4.543156147003174,RoadOption.STRAIGHT,-71.39387512207031,24.485652923583984,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.765393193811178,-81.21961975097656,24.202707290649414,14.240100732714032,1.2154548228415454,-0.2556430066823553,0.026845945694347506,0.2556430066823553,0.026845945694347506,-0.008387432433664799,0.0014336388558149338,0.7833788990974426,0.0,15.455555555555577,0.7136430679590257,curvature,323,317,4.833254337310791,RoadOption.STRAIGHT,-70.39388275146484,24.488431930541992,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.815393194556236,-80.50276184082031,24.22344398498535,14.411875760923602,1.218679794631976,-0.23689867325691225,0.024479883110407386,0.23689867325691225,0.024479883110407386,-0.007069520186632872,0.0013179122470319271,0.7850778698921204,0.0,15.630555555555578,0.7136784781941254,curvature,323,318,5.1150689125061035,RoadOption.STRAIGHT,-70.39388275146484,24.488431930541992,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.865393195301294,-79.77727508544922,24.24290657043457,14.58378669615421,1.2217688594013687,-0.21945194087330563,0.022364061961583026,0.21945194087330563,0.022364061961583026,-0.007260518614202738,-0.00019099842756986618,0.7867681980133057,0.0,15.805555555555578,0.7136784781941254,curvature,324,318,4.389531135559082,RoadOption.STRAIGHT,-69.39389038085938,24.491209030151367,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.915393196046352,-79.04314422607422,24.26111602783203,14.755736076529324,1.2248194790262552,-0.20328284902803556,0.020406892392915932,0.20328284902803556,0.020406892392915932,-0.0061439285054802895,0.0011165901087224483,0.7885524034500122,0.0,15.98055555555558,0.7136493886388193,curvature,325,319,4.654301166534424,RoadOption.STRAIGHT,-68.39389038085938,24.493988037109375,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,30.96539319679141,-78.30039978027344,24.278162002563477,14.92777576059633,1.2277797949592504,-0.18829926102045957,0.018601953689466377,0.18829926102045957,0.018601953689466377,-0.0051331548020243645,0.001010773703455925,0.7902202606201172,0.0,16.15555555555558,0.7136419479250081,curvature,326,320,4.910678386688232,RoadOption.STRAIGHT,-67.39389038085938,24.496767044067383,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.01539319753647,-77.54901885986328,24.2941837310791,15.099879093174705,1.2306764623808757,-0.17436579801720642,0.01699325250765238,0.17436579801720642,0.01699325250765238,-0.005369266029447317,-0.00023611122742295265,0.7918818593025208,0.0,16.33055555555558,0.7136762694365929,curvature,326,321,5.158596038818359,RoadOption.STRAIGHT,-67.39389038085938,24.496767044067383,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.065393198281527,-76.78900909423828,24.30919647216797,15.271994428047899,1.2335611275076825,-0.16146481561922105,0.015504776404299037,0.16146481561922105,0.015504776404299037,-0.004515182226896286,0.0008540838025510311,0.7935982942581177,0.0,16.50555555555558,0.7136762694365929,curvature,327,321,4.398564338684082,RoadOption.STRAIGHT,-66.3938980102539,24.499544143676758,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.115393199026585,-76.02037048339844,24.323278427124023,15.444162585741637,1.236392969813945,-0.14951906948966726,0.01413041051187136,0.14951906948966726,0.01413041051187136,-0.0037256497889757156,0.0007895324379205704,0.795233964920044,0.0,16.680555555555582,0.7136557872469919,curvature,328,322,4.6293439865112305,RoadOption.STRAIGHT,-65.3938980102539,24.502321243286133,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.165393199771643,-75.24311065673828,24.336544036865234,15.616375088256547,1.239180467299036,-0.13841364082470575,0.012908438811337408,0.13841364082470575,0.012908438811337408,-0.037833280861377716,-0.034107631072402,0.7968533039093018,0.0,16.855555555555583,0.7136784781941254,curvature,329,323,4.851606369018555,RoadOption.STRAIGHT,-64.39390563964844,24.50510025024414,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.2153932005167,-74.45732879638672,24.346282958984375,15.784272830280031,1.2462827252755524,-0.1308566574504016,0.009313326344028372,0.1308566574504016,0.009313326344028372,-0.0441044345498085,-0.006271153688430786,0.8062923550605774,0.0,17.030555555555583,0.7136493886388193,curvature,329,324,5.065512180328369,RoadOption.STRAIGHT,-64.39390563964844,24.50510025024414,0.0027785214782865796,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.26539320126176,-73.66307830810547,24.35061264038086,15.95341387775113,1.1245722699202094,-0.1287338319681631,0.002455631921465695,0.1287338319681631,0.002455631921465695,-0.11575527489185333,-0.07165084034204483,0.5786908268928528,0.0,17.07798614767134,0.7136493886388193,curvature,330,324,4.271502494812012,RoadOption.STRAIGHT,-63.32057189941406,24.492000579833984,-0.03923189986768994,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.315393202006817,-72.86127471923828,24.345062255859375,16.086829375273737,0.9908664505787783,-0.13651249901879137,-0.010226849894871659,0.13651249901879137,0.010226849894871659,-0.1240164190530777,-0.008261144161224365,0.48407289385795593,0.0,17.077695825852516,0.7136621344747677,curvature,331,325,4.4698662757873535,RoadOption.STRAIGHT,-62.217220306396484,24.415111541748047,-0.09991820883230142,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.365393202751875,-72.05461120605469,24.32477569580078,16.170179664080464,0.4575161617720518,-0.1590407881103112,-0.030348630347222905,0.1590407881103112,0.030348630347222905,-0.06893996894359589,0.05507645010948181,0.0,0.31551066040992737,16.627695825852516,1.0,heading_error_rate,332,326,4.663893222808838,RoadOption.STRAIGHT,-61.12055587768555,24.27144432067871,-0.1606045261192913,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.415393203496933,-71.24557495117188,24.292524337768555,16.19379432597043,-0.016098500117912806,-0.1935385355527168,-0.05152076933573113,0.1935385355527168,0.05152076933573113,0.004221731796860695,0.07316170074045658,0.0,0.5280047655105591,16.177695825852517,1.0,heading_error_rate,332,327,4.8560919761657715,RoadOption.STRAIGHT,-61.12055587768555,24.27144432067871,-0.1606045261192913,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.46539320424199,-70.43994903564453,24.2545108795166,16.071512647061088,-0.34381682120856993,-0.23379029309891655,-0.06614472367476365,0.23379029309891655,0.06614472367476365,0.045490797609090805,0.04126906581223011,0.0,0.5497320294380188,15.727695825852518,1.0,heading_error_rate,333,327,4.053464412689209,RoadOption.STRAIGHT,-60.03462600708008,24.061532974243164,-0.22129082676152434,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.51539320498705,-69.64385223388672,24.215219497680664,15.83597406964067,0.06672175621184806,-0.27529206346934504,-0.07124947917460567,0.27529206346934504,0.07124947917460567,0.04251321405172348,-0.002977583557367325,0.5826490521430969,0.0,15.902695825852518,0.7136784781941254,curvature,334,328,4.259641170501709,RoadOption.STRAIGHT,-58.96342849731445,23.786144256591797,-0.2819771274037574,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.565393205732107,-68.86063385009766,24.17803192138672,15.588076351179929,0.48961947467259037,-0.3146561820434455,-0.06887129296592187,0.3146561820434455,0.06887129296592187,0.01133399736136198,-0.0311792166903615,0.8512033820152283,0.0,16.07769582585252,0.7136493886388193,curvature,335,329,4.478687286376953,RoadOption.STRAIGHT,-57.91090393066406,23.44629669189453,-0.3426634446907473,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.615393206477165,-68.08816528320312,24.138362884521484,15.407667639671116,0.22002818618140374,-0.5403593502094973,-0.023159056898789387,0.5403593502094973,0.023159056898789387,-0.0988958328962326,-0.11022983025759459,0.0,0.14150887727737427,15.62769582585252,1.0,lateral_error_rate,335,330,4.780691146850586,RoadOption.STRAIGHT,-57.91090393066406,23.44629669189453,-0.3426634446907473,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.665393207222223,-67.32418060302734,24.090795516967773,15.242487997100135,0.560207828752386,-0.5579252336010753,-0.025963893997671406,0.5579252336010753,0.025963893997671406,-0.08824629336595535,0.010649539530277252,0.7943373918533325,0.0,15.80269582585252,0.7664214939502213,curvature,336,330,4.0236616134643555,RoadOption.STRAIGHT,-56.880924224853516,23.043241500854492,-0.40334976197773714,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.71539320796728,-66.56996154785156,24.03175163269043,15.065779339959585,0.2869164858929363,-0.8156426266273025,0.02353498705378909,0.8156426266273025,0.02353498705378909,-0.15246129035949707,-0.06421499699354172,0.0,0.10548669844865799,15.352695825852521,1.0,lateral_error_rate,337,331,4.369591236114502,RoadOption.STRAIGHT,-55.877288818359375,22.578458786010742,-0.46403607926472706,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.76539320871234,-65.82534790039062,23.96147346496582,14.880564012733828,0.022131813118694055,-1.0583485082841522,0.06515677439420253,1.0583485082841522,0.06515677439420253,-0.19745270907878876,-0.04499141871929169,0.0,0.254660040140152,14.902695825852522,1.0,lateral_error_rate,337,332,4.714993000030518,RoadOption.STRAIGHT,-55.877288818359375,22.578458786010742,-0.46403607926472706,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.815393209457397,-65.09452819824219,23.872135162353516,14.615303446343324,0.46239237950919865,-1.0296680779858185,0.03743907646660549,1.0296680779858185,0.03743907646660549,-0.09078993648290634,0.10666277259588242,0.8557424545288086,0.0,15.077695825852523,0.7665430387294313,curvature,338,332,3.9939839839935303,RoadOption.STRAIGHT,-54.90369415283203,22.053665161132812,-0.5247223632622033,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.865393210202456,-64.37850952148438,23.768524169921875,14.385489351324962,0.2422064745275616,-1.2392990909819124,0.06926727199057758,1.2392990909819124,0.06926727199057758,-0.09221833199262619,-0.0014283955097198486,0.0,0.06890025734901428,14.627695825852523,1.0,lateral_error_rate,339,333,4.353754997253418,RoadOption.STRAIGHT,-53.963714599609375,21.47078514099121,-0.5854087471282204,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
lqr,ground_truth,curvy,3000.0,0.05,0.1,1.0,31.915393210947514,-63.675193786621094,23.65317153930664,14.165589841065792,0.012105984786732193,-1.4387946119875705,0.10455280820882562,1.4387946119875705,0.10455280820882562,-0.14098818600177765,-0.04876985400915146,0.0,0.21885713934898376,14.177695825852524,1.0,lateral_error_rate,340,334,4.71364164352417,RoadOption.STRAIGHT,-53.06081771850586,20.831972122192383,-0.6460949978361831,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.45,0.01,0.1,1.0,0.28
