controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,spawn_index,route_waypoints,target_speed_kmh,mean_abs_e_y,rms_e_y,max_abs_e_y,mean_abs_e_psi_deg,rms_e_psi_deg,mean_abs_speed_error,mean_abs_steer_delta,max_abs_steer_delta,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_max_steer,lqr_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,60,697,30.0,0.20804772634103771,0.4315556304419712,2.1029357613909214,3.5659886642567873,7.702555335816355,0.6315749771405604,0.01502428296178157,0.060000017285346985,4.0,0.8,6.0,0.5,2.5,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,60,697,30.0,0.37408088151905905,0.7106220035217824,2.969493503611564,3.838040866853915,8.111735068642654,0.8771422122241782,0.028139717353296307,0.6499999761581421,4.0,0.8,6.0,0.5,2.5,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
mpc,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,60,697,30.0,0.17924801648411137,0.3984797253302534,1.742719325113371,3.5589125327275846,7.879145636798315,0.6291117811898859,0.007098067258892586,0.13029101490974426,4.0,0.8,6.0,0.5,2.5,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
