controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.0527888685465,-42.13272476196289,98.73130798339844,7.720136628767706,0.6131967045656284,-0.6040856611916315,0.03504520257462529,0.6040856611916315,0.03504520257462529,0.01801268942654133,-0.008577333763241768,0.28932979702949524,0.0,8.333333333333334,442,437,5.1136250495910645,RoadOption.STRAIGHT,-41.55699920654297,88.65182495117188,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.10278886929154,-42.11810302734375,98.34591674804688,7.707149461971085,0.6261838713622492,-0.5883794837202401,0.037090110817642685,0.5883794837202401,0.037090110817642685,-0.03982148692011833,-0.05783417634665966,0.44999998807907104,0.0,8.333333333333334,443,437,4.729214191436768,RoadOption.STRAIGHT,-41.559814453125,87.6518325805664,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.1527888700366,-42.10605239868164,97.96044921875,7.718840607298585,0.614492726034749,-0.5752429773492864,0.0362038108068643,0.5752429773492864,0.0362038108068643,0.02681487612426281,0.06663636304438114,0.380047082901001,0.0,8.333333333333334,443,438,5.338127136230469,RoadOption.STRAIGHT,-41.559814453125,87.6518325805664,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.20278887078166,-42.09341812133789,97.5751953125,7.702582135222931,0.6307511981104028,-0.5615246357317792,0.03601153057616058,0.5615246357317792,0.03601153057616058,-0.02074526995420456,-0.04756014607846737,0.44999998807907104,0.0,8.333333333333334,444,438,4.953753471374512,RoadOption.STRAIGHT,-41.56262969970703,86.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.25278887152672,-42.08123016357422,97.18962860107422,7.725147247951361,0.6081860853819725,-0.5482543149148171,0.035447872531445324,0.5482543149148171,0.035447872531445324,0.020961981266736984,0.041707251220941544,0.26542240381240845,0.0,8.333333333333334,444,439,5.563371181488037,RoadOption.STRAIGHT,-41.56262969970703,86.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.30278887227178,-42.068275451660156,96.80392456054688,7.711688203026973,0.6216451303063613,-0.5342142733064056,0.03574188551579027,0.5342142733064056,0.03574188551579027,0.014444244094192982,-0.0065177371725440025,0.44999998807907104,0.0,8.333333333333334,444,439,5.1782546043396,RoadOption.STRAIGHT,-41.56262969970703,86.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.35278887301683,-42.0539436340332,96.41825866699219,7.724429242249606,0.608904091083728,-0.5187972387841369,0.037214080966385676,0.5187972387841369,0.037214080966385676,-0.03688563033938408,-0.05132987443357706,0.3649881184101105,0.0,8.333333333333334,445,439,4.7931599617004395,RoadOption.STRAIGHT,-41.5654411315918,85.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.4027888737619,-42.04179763793945,96.03285217285156,7.703908505876687,0.6294248274566465,-0.5055655156443108,0.03630740777326835,0.5055655156443108,0.03630740777326835,0.019739171490073204,0.05662480182945728,0.44999998807907104,0.0,8.333333333333334,445,440,5.403329849243164,RoadOption.STRAIGHT,-41.5654411315918,85.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.45278887450695,-42.02908706665039,95.64735412597656,7.722281077286934,0.6110522560464,-0.49177019336563516,0.03610354279182282,0.49177019336563516,0.03610354279182282,0.014775021001696587,-0.004964150488376617,0.30991360545158386,0.0,8.333333333333334,445,440,5.018319129943848,RoadOption.STRAIGHT,-41.5654411315918,85.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.502788875252,-42.01483917236328,95.26187896728516,7.708110807683716,0.625222525649618,-0.4764376185836857,0.03735216586890644,0.4764376185836857,0.03735216586890644,-0.03660748526453972,-0.051382506266236305,0.44999998807907104,0.0,8.333333333333334,446,440,4.633293151855469,RoadOption.STRAIGHT,-41.56825637817383,84.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.55278887599707,-42.00286865234375,94.87628936767578,7.722135140052674,0.6111981932806598,-0.4633808770291635,0.03620634080989982,0.4633808770291635,0.03620634080989982,0.018447721377015114,0.05505520664155483,0.3538404107093811,0.0,8.333333333333334,446,441,5.2436957359313965,RoadOption.STRAIGHT,-41.56825637817383,84.65184020996094,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.60278887674212,-41.99052047729492,94.49083709716797,7.706410620454077,0.6269227128792565,-0.44994807837172096,0.03568702439733418,0.44994807837172096,0.03568702439733418,-0.02074226178228855,-0.039189983159303665,0.44999998807907104,0.0,8.333333333333334,447,441,4.858644485473633,RoadOption.STRAIGHT,-41.57107162475586,83.65184783935547,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.65278887748718,-41.978782653808594,94.10513305664062,7.7264765910384785,0.6068567422948554,-0.4371275250715744,0.0347764896206364,0.4371275250715744,0.0347764896206364,0.014318141154944897,0.03506040293723345,0.28948986530303955,0.0,8.333333333333334,447,442,5.469595432281494,RoadOption.STRAIGHT,-41.57107162475586,83.65184783935547,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.70278887823224,-41.96657943725586,93.7193832397461,7.71209821916987,0.621235114163464,-0.4238388470331748,0.034577152013043566,0.4238388470331748,0.034577152013043566,0.009085312485694885,-0.0052328286692500114,0.44999998807907104,0.0,8.333333333333334,447,442,5.084083557128906,RoadOption.STRAIGHT,-41.57107162475586,83.65184783935547,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.7527888789773,-41.95338821411133,93.3335952758789,7.72682771287287,0.6065056204604637,-0.4095620589683175,0.035375035075631445,0.4095620589683175,0.035375035075631445,-0.03242848813533783,-0.041513800621032715,0.34298330545425415,0.0,8.333333333333334,448,442,4.698521137237549,RoadOption.STRAIGHT,-41.573883056640625,82.65185546875,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.80278887972236,-41.94208908081055,92.9479751586914,7.707723637849974,0.6256096954833597,-0.3971765941277199,0.03426329847857801,0.3971765941277199,0.03426329847857801,0.013333610258996487,0.045762098394334316,0.44999998807907104,0.0,8.333333333333334,448,443,5.3099212646484375,RoadOption.STRAIGHT,-41.573883056640625,82.65185546875,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.85278888046741,-41.93047332763672,92.56229400634766,7.72508155904802,0.6082517742853142,-0.3844755703660309,0.03372800309947177,0.3844755703660309,0.03372800309947177,-0.02016042172908783,-0.033494031988084316,0.3178776502609253,0.0,8.333333333333334,449,443,4.924431324005127,RoadOption.STRAIGHT,-41.576698303222656,81.65185546875,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.90278888121247,-41.91948699951172,92.17662048339844,7.709406412395774,0.62392692093756,-0.372402759177528,0.032815071477792834,0.372402759177528,0.032815071477792834,0.009891428053379059,0.03005184978246689,0.44999998807907104,0.0,8.333333333333334,449,444,5.536293983459473,RoadOption.STRAIGHT,-41.576698303222656,81.65185546875,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
