controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.917734421789646,99.43500518798828,-19.60759162902832,1.2357101577845087,12.653178731104381,0.0009233332180297541,0.015943413339923218,0.0009233332180297541,0.015943413339923218,-0.03548510745167732,0.002802930772304535,1.0,0.0,13.88888888888889,11,5,5.038078308105469,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.967734422534704,99.4354476928711,-19.525041580200195,1.9356291104482923,11.953259778440597,0.011547314780600514,0.012933242359806307,0.011547314780600514,0.012933242359806307,-0.07231149822473526,-0.03682639077305794,1.0,0.0,13.88888888888889,11,6,5.944886207580566,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.017734423279762,99.43753051757812,-19.411134719848633,2.5021829850120265,11.386705903876862,0.00946558214201114,0.010179267476555509,0.00946558214201114,0.010179267476555509,-0.028430642560124397,0.04388085566461086,1.0,0.0,13.88888888888889,11,6,5.830910682678223,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.06773442402482,99.43914031982422,-19.27186393737793,2.973046531332996,10.915842357555894,0.007857115137895247,0.00809174865609652,0.007857115137895247,0.00809174865609652,-0.022881241515278816,0.005549401044845581,1.0,0.0,13.88888888888889,11,6,5.691596508026123,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.11773442476988,99.44010162353516,-19.110681533813477,3.3899208576048023,10.498968031284086,0.006897356743941979,0.00652128256127682,0.006897356743941979,0.00652128256127682,-0.01926739327609539,0.003613848239183426,1.0,0.0,13.88888888888889,11,6,5.530389785766602,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.167734425514936,99.44094848632812,-18.929609298706055,3.775499356706671,10.113389532182218,0.00605222995932383,0.0050976898005750115,0.00605222995932383,0.0050976898005750115,-0.014476043172180653,0.004791350103914738,1.0,0.0,13.88888888888889,11,6,5.349304676055908,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.217734426259995,99.44168090820312,-18.729825973510742,4.1426361158482,9.74625277304069,0.005321723482998637,0.003865578322249874,0.005321723482998637,0.003865578322249874,-0.01028332207351923,0.004192721098661423,1.0,0.0,13.88888888888889,11,6,5.149514198303223,RoadOption.STRAIGHT,99.42473602294922,-8.615822792053223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.267734427005053,99.4422378540039,-18.51202392578125,4.498742384124271,9.390146504764619,0.004766865833222812,0.0028754150289582725,0.004766865833222812,0.0028754150289582725,-0.007834612391889095,0.0024487096816301346,1.0,0.0,13.88888888888889,12,6,4.931708335876465,RoadOption.STRAIGHT,99.41791534423828,-7.615845680236816,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.31773442775011,99.44267272949219,-18.276620864868164,4.848068013252503,9.040820875636387,0.014726850389605145,7.643272328561324e-05,0.014726850389605145,7.643272328561324e-05,-0.05830714479088783,-0.05047253239899874,1.0,0.0,13.88888888888889,12,7,5.685801982879639,RoadOption.STRAIGHT,99.41791534423828,-7.615845680236816,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.36773442849517,99.44601440429688,-18.02406120300293,5.18823333495791,8.700655553930979,0.010882509645978517,-0.0031029821441057592,0.010882509645978517,0.0031029821441057592,0.024724049493670464,0.0830311942845583,1.0,0.0,13.88888888888889,12,7,5.433241367340088,RoadOption.STRAIGHT,99.41791534423828,-7.615845680236816,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.417734429240227,99.44783020019531,-17.75489044189453,5.492292149941786,8.396596738947103,0.008530983514074414,-0.003943076309971261,0.008530983514074414,0.003943076309971261,0.017283137887716293,-0.00744091160595417,1.0,0.0,13.88888888888889,12,7,5.1640706062316895,RoadOption.STRAIGHT,99.41791534423828,-7.615845680236816,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.467734429985285,99.4471435546875,-17.477689743041992,5.607062785439653,8.281826103449237,0.008665911749433684,-0.0027270769562410813,0.008665911749433684,0.0027270769562410813,-0.008128984831273556,-0.02541212271898985,1.0,0.0,13.88888888888889,13,7,4.886869430541992,RoadOption.STRAIGHT,99.41109466552734,-6.615869045257568,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.517734430730343,99.44691467285156,-17.19297218322754,5.754010199615652,8.134878689273236,0.018529150562762914,-0.004467186412498769,0.018529150562762914,0.004467186412498769,-0.054312046617269516,-0.04618306178599596,1.0,0.0,13.88888888888889,13,8,5.591648578643799,RoadOption.STRAIGHT,99.41109466552734,-6.615869045257568,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.5677344314754,99.45015716552734,-16.893413543701172,6.129802770274744,7.759086118614145,0.014091303943285224,-0.00698986575507643,0.014091303943285224,0.00698986575507643,0.038579367101192474,0.09289141371846199,1.0,0.0,13.88888888888889,13,8,5.292093276977539,RoadOption.STRAIGHT,99.41109466552734,-6.615869045257568,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.61773443222046,99.45233154296875,-16.58060073852539,6.376056228856054,7.512832660032835,0.010668673703672296,-0.007802529361714328,0.010668673703672296,0.007802529361714328,0.03472745791077614,-0.003851909190416336,1.0,0.0,13.88888888888889,14,8,4.979284286499023,RoadOption.STRAIGHT,99.4042739868164,-5.61589241027832,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.667734432965517,99.45068359375,-16.250734329223633,6.7944422236439435,7.094446665244946,0.02126695307549949,-0.007203318116446589,0.02126695307549949,0.007203318116446589,-0.06261249631643295,-0.09733995422720909,1.0,0.0,13.88888888888889,14,9,5.638909816741943,RoadOption.STRAIGHT,99.4042739868164,-5.61589241027832,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.717734433710575,99.45259857177734,-15.897156715393066,7.247359869205637,6.641529019683253,0.017233957314253298,-0.008263123072243417,0.017233957314253298,0.008263123072243417,0.03181636333465576,0.09442885965108871,1.0,0.0,13.88888888888889,14,9,5.285337924957275,RoadOption.STRAIGHT,99.4042739868164,-5.61589241027832,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.767734434455633,99.45460510253906,-15.523491859436035,7.598777812028048,6.290111076860842,0.012989080939393292,-0.009285643772779295,0.012989080939393292,0.009285643772779295,0.04776206240057945,0.01594569906592369,1.0,0.0,13.88888888888889,15,9,4.911681175231934,RoadOption.STRAIGHT,99.39745330810547,-4.615915775299072,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.81773443520069,99.45204162597656,-15.133115768432617,7.941158592397315,5.947730296491574,0.017139548403336514,-0.006458032485387566,0.017139548403336514,0.006458032485387566,-0.03570988029241562,-0.08347194269299507,1.0,0.0,13.88888888888889,15,10,5.516939163208008,RoadOption.STRAIGHT,99.39745330810547,-4.615915775299072,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.86773443594575,99.45079803466797,-14.725790977478027,8.281251564522892,5.607637324365998,0.015605249380479042,-0.005754292167334363,0.015605249380479042,0.005754292167334363,0.005938675254583359,0.04164855554699898,1.0,0.0,13.88888888888889,15,10,5.109612464904785,RoadOption.STRAIGHT,99.39745330810547,-4.615915775299072,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.917734436690807,99.45079040527344,-14.301589965820312,8.620055588831303,5.268833300057587,0.012719925241146152,-0.005827262781202158,0.012719925241146152,0.005827262781202158,0.022208338603377342,0.016269663348793983,1.0,0.0,13.88888888888889,16,10,4.685414791107178,RoadOption.STRAIGHT,99.39064025878906,-3.616353988647461,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,18.967734437435865,99.44862365722656,-13.860265731811523,8.965348795876249,4.92354009301264,0.011878816140988457,-0.004559864418433701,0.011878816140988457,0.004559864418433701,0.000564423855394125,-0.021643914747983217,1.0,0.0,13.88888888888889,16,11,5.244497299194336,RoadOption.STRAIGHT,99.39064025878906,-3.616353988647461,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.017734438180923,99.44618225097656,-13.401482582092285,9.316449695427346,4.572439193461543,0.01119137003030482,-0.003039066277943814,0.01119137003030482,0.003039066277943814,-0.00798561330884695,-0.008550037164241076,1.0,0.0,13.88888888888889,17,11,4.785707950592041,RoadOption.STRAIGHT,99.38381958007812,-2.616377115249634,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.06773443892598,99.4444808959961,-12.925077438354492,9.669395117431897,4.2194937714569924,0.00964280577855036,-0.0031906001439692133,0.00964280577855036,0.0031906001439692133,0.010339433327317238,0.01832504663616419,1.0,0.0,13.88888888888889,17,12,5.309298515319824,RoadOption.STRAIGHT,99.38381958007812,-2.616377115249634,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.11773443967104,99.44224548339844,-12.431004524230957,10.023240254309844,3.8656486345790455,0.008508702727366146,-0.0026055036524788022,0.008508702727366146,0.0026055036524788022,0.0024590573739260435,-0.007880375953391194,1.0,0.0,13.88888888888889,18,12,4.815220355987549,RoadOption.STRAIGHT,99.37699890136719,-1.6164004802703857,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.167734440416098,99.4393539428711,-11.919143676757812,10.380918532654436,3.5079703562344537,0.007908493346318556,-0.0019772639513293555,0.007908493346318556,0.0019772639513293555,-0.0024430574849247932,-0.004902114858850837,1.0,0.0,13.88888888888889,18,13,5.30334997177124,RoadOption.STRAIGHT,99.37699890136719,-1.6164004802703857,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.217734441161156,99.43668365478516,-11.389361381530762,10.73791876439579,3.1509701244930994,0.00696572590250984,-0.0017186710094825308,0.00696572590250984,0.0017186710094825308,0.0017654249677434564,0.00420848245266825,1.0,0.0,13.88888888888889,19,13,4.773561000823975,RoadOption.STRAIGHT,99.37017822265625,-0.6164238452911377,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.267734441906214,99.43385314941406,-10.841964721679688,11.087082023087893,2.8018068658009962,0.006062136715457186,-0.0016094814047891148,0.006062136715457186,0.0016094814047891148,0.003820116398856044,0.0020546914311125875,1.0,0.0,13.88888888888889,19,14,5.226156234741211,RoadOption.STRAIGHT,99.37017822265625,-0.6164238452911377,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.317734442651272,99.43052673339844,-10.277337074279785,11.429153046611203,2.459735842277686,0.005537844653853992,-0.0011910987975376486,0.005537844653853992,0.0011910987975376486,-0.001822580466978252,-0.005642696865834296,1.0,0.0,13.88888888888889,20,14,4.661518573760986,RoadOption.STRAIGHT,99.36335754394531,0.3835529386997223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.36773444339633,99.42715454101562,-9.695775032043457,11.765869243511622,2.1230196453772674,0.004942929829945982,-0.0010010822537607211,0.004942929829945982,0.0010010822537607211,0.00020074813801329583,0.0020233286049915478,0.9197523593902588,0.0,13.88888888888889,20,15,5.079946517944336,RoadOption.STRAIGHT,99.36335754394531,0.3835529386997223,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.417734444141388,99.42373657226562,-9.09765625,12.09123200714807,1.797656881740819,0.0042817865365305,-0.0009668606337531749,0.0042817865365305,0.0009668606337531749,0.0024217881727963686,0.0022210400347830728,0.7381588220596313,0.0,13.88888888888889,21,15,4.481817722320557,RoadOption.STRAIGHT,99.3454360961914,1.3050174713134766,1.6223368828453637,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.467734444886446,99.41999053955078,-8.484086990356445,12.385633334786357,1.503255554102532,0.0038472215351362214,-0.000760066175108598,0.0038472215351362214,0.000760066175108598,-0.0003409249475225806,-0.0027627131203189492,0.5986717343330383,0.0,13.88888888888889,22,16,4.86782169342041,RoadOption.STRAIGHT,99.26829528808594,2.170743942260742,1.6969894160999743,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,19.517734445631504,99.41608428955078,-7.857427597045898,12.624173366032162,1.2647155228567275,0.003478799970519239,-0.0005942843972510659,0.003478799970519239,0.0005942843972510659,-0.0008748290711082518,-0.0005339041235856712,0.5225812792778015,0.0,13.88888888888889,22,17,5.241150379180908,RoadOption.STRAIGHT,99.26829528808594,2.170743942260742,1.6969894160999743,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
