controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.417734414339066,99.43485260009766,-19.65771484375,0.4899999797344208,13.398888909154469,0.012189609303215025,0.008321313142061193,0.012189609303215025,0.008321313142061193,-0.07008463889360428,-0.07008463889360428,1.0,0.0,13.88888888888889,10,0,0.5870457887649536,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.467734415084124,99.43485260009766,-19.65771484375,0.9800000786781311,12.908888810210758,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.0366351455450058,0.03344949334859848,1.0,0.0,13.88888888888889,10,5,5.117131233215332,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.51773441582918,99.43485260009766,-19.65771484375,1.470000147819519,12.41888874106937,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.04043813422322273,-0.003802988678216934,1.0,0.0,13.88888888888889,10,5,5.110725402832031,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.56773441657424,99.43485260009766,-19.65771484375,1.9600002765655518,11.928888612323338,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.04000655561685562,0.0004315786063671112,1.0,0.0,13.88888888888889,10,5,5.103155612945557,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.617734417319298,99.43485260009766,-19.65771484375,2.450000286102295,11.438888602786594,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.03963971883058548,0.0003668367862701416,1.0,0.0,13.88888888888889,10,5,5.095689296722412,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.667734418064356,99.43485260009766,-19.65771484375,2.93999981880188,10.94888907008701,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.03932790458202362,0.00031181424856185913,1.0,0.0,13.88888888888889,10,5,5.089953422546387,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.717734418809414,99.43485260009766,-19.65771484375,2.067150831241203,11.821738057647686,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.03906286507844925,0.00026503950357437134,1.0,0.0,13.88888888888889,10,5,5.087913990020752,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.767734419554472,99.43485260009766,-19.65771484375,0.7392756342911092,13.14961325459778,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.038837581872940063,0.0002252832055091858,1.0,0.0,13.88888888888889,10,5,5.088171005249023,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.81773442029953,99.43485260009766,-19.65771484375,0.11258027702615747,13.776308611862731,0.0009751921854708294,0.016755011682124454,0.0009751921854708294,0.016755011682124454,-0.038646090775728226,0.00019149109721183777,1.0,0.0,13.88888888888889,10,5,5.0883612632751465,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
lqr,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,17.867734421044588,99.43482971191406,-19.65218162536621,0.36377617335608126,13.525112715532808,0.001009199989207843,0.016662333676189967,0.001009199989207843,0.016662333676189967,-0.03828803822398186,0.0003580525517463684,1.0,0.0,13.88888888888889,10,5,5.082786560058594,RoadOption.STRAIGHT,99.43155670166016,-9.616214752197266,1.5776161497143715,7.5,0.35,10.0,0.25,1.2,0.6,0.01,0.06,0.65,0.3,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14
