controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,lqr_derivative_alpha,lqr_curvature_alpha,lqr_feedforward_gain,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd,pid_max_throttle,pid_max_brake
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,14.734361074864864,-48.565467834472656,85.6451187133789,0.4899999797344208,13.398888909154469,-2.2888092970791773e-05,-1.331580543606492e-07,2.2888092970791773e-05,1.331580543606492e-07,1.1762370377255138e-05,1.1762370377255138e-05,1.0,0.0,13.88888888888889,10,0,0.5853000283241272,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,14.784361075609922,-48.565467834472656,85.6451187133789,0.9800000786781311,12.908888810210758,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,1.645752854528837e-05,4.695158168033231e-06,1.0,0.0,13.88888888888889,10,5,5.029730796813965,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,14.83436107635498,-48.565467834472656,85.6451187133789,1.470000147819519,12.41888874106937,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,2.026955371547956e-05,3.812025170191191e-06,1.0,0.0,13.88888888888889,10,5,5.023213863372803,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,14.884361077100039,-48.565467834472656,85.6451187133789,1.9600002765655518,11.928888612323338,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,2.274972212035209e-05,2.480168404872529e-06,1.0,0.0,13.88888888888889,10,5,5.015511989593506,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,14.934361077845097,-48.565467834472656,85.6451187133789,2.450000286102295,11.438888602786594,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,2.436371323710773e-05,1.613991116755642e-06,1.0,0.0,13.88888888888889,10,5,5.0079145431518555,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,14.984361078590155,-48.565467834472656,85.6451187133789,2.93999981880188,10.94888907008701,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,2.5414312403881922e-05,1.050599166774191e-06,1.0,0.0,13.88888888888889,10,5,5.002078533172607,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,15.034361079335213,-48.565467834472656,85.6451187133789,2.0671517849126597,11.82173710397623,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,2.6129211619263515e-05,7.148992153815925e-07,1.0,0.0,13.88888888888889,11,5,5.000003337860107,RoadOption.STRAIGHT,-48.5345344543457,96.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,15.08436108008027,-48.565467834472656,85.6451187133789,0.7392759323135222,13.149612956575368,-2.3193148299790328e-05,-1.331580543606492e-07,2.3193148299790328e-05,1.331580543606492e-07,1.617359339434188e-05,-9.955618224921636e-06,1.0,0.0,13.88888888888889,10,6,6.0002241134643555,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,15.134361080825329,-48.565467834472656,85.6451187133789,0.11258018016829005,13.776308708720599,-2.058844964856338e-05,-1.331580543606492e-07,2.058844964856338e-05,1.331580543606492e-07,1.9233999410062097e-05,3.0604060157202184e-06,1.0,0.0,13.88888888888889,10,5,5.000458240509033,RoadOption.STRAIGHT,-48.537349700927734,95.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,curvy,1700.0,0.05,0.1,1.0,15.184361081570387,-48.565452575683594,85.65064239501953,0.3639572368062295,13.52493165208266,-2.0303397570864412e-05,-4.660531907507703e-06,2.0303397570864412e-05,4.660531907507703e-06,2.7824566132039763e-05,8.590566721977666e-06,1.0,0.0,13.88888888888889,11,5,4.994892597198486,RoadOption.STRAIGHT,-48.5345344543457,96.64507293701172,1.5679822976290643,2.8,1.2,4.5,3.0,10.0,0.6,0.01,0.06,0.55,0.16,0.2,0.35,1.5,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
