controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,lqr_derivative_alpha,lqr_curvature_alpha,lqr_feedforward_gain,mpc_horizon,mpc_q_y,mpc_q_psi,mpc_r_steer,mpc_r_steer_rate,mpc_kp_long,mpc_ki_long,mpc_kd_long,mpc_max_steer,mpc_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd,pid_max_throttle,pid_max_brake
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.441192287951708,-106.68672943115234,-4.847458362579346,0.4899999797344208,7.843333353598913,4.5698664122604616e-05,1.331580543606492e-07,4.5698664122604616e-05,1.331580543606492e-07,-5.576603871304542e-05,-5.576603871304542e-05,1.0,0.0,8.333333333333334,10,0,0.5853000283241272,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.491192288696766,-106.68672943115234,-4.847458362579346,0.9800000786781311,7.353333254655203,4.455079387882116e-05,1.331580543606492e-07,4.455079387882116e-05,1.331580543606492e-07,-5.4371113947127014e-05,1.3949247659184039e-06,1.0,0.0,8.333333333333334,10,5,5.029726982116699,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.541192289441824,-106.68672943115234,-4.847458362579346,1.470000147819519,6.863333185513815,4.455079387882116e-05,1.331580543606492e-07,4.455079387882116e-05,1.331580543606492e-07,-5.4371113947127014e-05,0.0,1.0,0.0,8.333333333333334,10,5,5.023210048675537,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.591192290186882,-106.68672943115234,-4.847458362579346,1.9600002765655518,6.373333056767782,4.455079387882116e-05,1.331580543606492e-07,4.455079387882116e-05,1.331580543606492e-07,-5.4371113947127014e-05,0.0,1.0,0.0,8.333333333333334,10,5,5.01550817489624,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.64119229093194,-106.68672943115234,-4.847458362579346,2.450000286102295,5.883333047231039,4.455079387882116e-05,1.331580543606492e-07,4.455079387882116e-05,1.331580543606492e-07,-5.4371113947127014e-05,0.0,1.0,0.0,8.333333333333334,10,5,5.00791072845459,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.691192291676998,-106.68672943115234,-4.847458362579346,2.93999981880188,5.393333514531454,4.455079387882116e-05,1.331580543606492e-07,4.455079387882116e-05,1.331580543606492e-07,-5.4371113947127014e-05,0.0,1.0,0.0,8.333333333333334,10,5,5.002074718475342,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.741192292422056,-106.68672943115234,-4.847458839416504,2.0671546459357275,6.266178687397606,4.4545449069698095e-05,1.331580543606492e-07,4.4545449069698095e-05,1.331580543606492e-07,-5.431574027170427e-05,5.537367542274296e-08,1.0,0.0,8.333333333333334,11,5,4.999998569488525,RoadOption.STRAIGHT,-106.5634765625,-15.846760749816895,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.791192293167114,-106.68672943115234,-4.847458839416504,0.7392767071741912,7.5940566261591425,4.584058910746258e-05,1.331580543606492e-07,4.584058910746258e-05,1.331580543606492e-07,-5.588962812907994e-05,-1.5738878573756665e-06,1.0,0.0,8.333333333333334,10,6,6.00021505355835,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.841192293912172,-106.68672943115234,-4.847458839416504,0.11258006095980869,8.220753272373525,4.4545449069698095e-05,1.331580543606492e-07,4.4545449069698095e-05,1.331580543606492e-07,-5.43227324669715e-05,1.5668956621084362e-06,1.0,0.0,8.333333333333334,10,5,5.000453948974609,RoadOption.STRAIGHT,-106.5746841430664,-14.846823692321777,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
lqr,ground_truth,gentle_curve,1700.0,0.05,0.1,1.0,13.89119229465723,-106.6866683959961,-4.852996826171875,0.36395750817712325,7.96937582515621,4.350215783226197e-05,-5.1931641253943894e-06,4.350215783226197e-05,5.1931641253943894e-06,-4.340421946835704e-05,1.091851299861446e-05,1.0,0.0,8.333333333333334,11,5,4.994873046875,RoadOption.STRAIGHT,-106.5634765625,-15.846760749816895,-1.5595872149248076,4.0,0.2,5.0,0.1,2.5,0.6,0.01,0.06,0.6,0.2,0.2,0.35,1.0,12,10.0,14.0,0.9,1.2,0.6,0.01,0.06,0.65,0.3,0.72,0.005,0.38,0.22,0.01,0.14,1.0,0.28
